"","Description","spID","MW","retinaKO","retinaWT","testisKO","testisWT"
"222","Alpha-1-syntrophin OS=Mus musculus GN=Snta1 PE=1 SV=1","Q61234",54,0,3,0,0
"223","Alpha-1,3-mannosyl-glycoprotein 4-beta-N-acetylglucosaminyltransferase-like protein MGAT4D OS=Mus musculus GN=Mgat4d PE=1 SV=2","Q9D4R2",43,0,0,3,3
"224","Alpha-1,3/1,6-mannosyltransferase ALG2 OS=Mus musculus GN=Alg2 PE=1 SV=2","Q9DBE8",47,5,3,9,6
"225","Alpha-actinin-1 OS=Mus musculus GN=Actn1 PE=1 SV=1","Q7TPR4",103,10,9,0,0
"226","Alpha-actinin-2 OS=Mus musculus GN=Actn2 PE=1 SV=2","Q9JI91",104,7,0,0,0
"227","Alpha-actinin-4 OS=Mus musculus GN=Actn4 PE=1 SV=1","P57780",105,16,19,0,3
"228","Alpha-adducin OS=Mus musculus GN=Add1 PE=1 SV=2","Q9QYC0",81,3,4,0,0
"229","Alpha-centractin OS=Mus musculus GN=Actr1a PE=1 SV=1","P61164",43,10,11,29,28
"230","Alpha-crystallin A chain OS=Mus musculus GN=Cryaa PE=2 SV=1","P24622",22,16,7,0,0
"231","Alpha-crystallin B chain OS=Mus musculus GN=Cryab PE=1 SV=2","P23927",20,9,0,0,0
"232","Alpha-enolase OS=Mus musculus GN=Eno1 PE=1 SV=3","P17182",47,29,30,0,0
"233","Alpha-globin transcription factor CP2 OS=Mus musculus GN=Tfcp2 PE=1 SV=1","Q9ERA0",57,4,2,0,0
"234","Alpha-internexin OS=Mus musculus GN=Ina PE=1 SV=3","P46660",55,7,12,0,0
"235","Alpha-mannosidase 2 OS=Mus musculus GN=Man2a1 PE=1 SV=2","P27046",132,0,0,4,10
"236","Alpha-mannosidase 2C1 OS=Mus musculus GN=Man2c1 PE=1 SV=1","Q91W89",116,0,0,4,8
"237","Alpha-parvin OS=Mus musculus GN=Parva PE=1 SV=1","Q9EPC1",42,4,0,6,4
"238","Aminoacyl tRNA synthase complex-interacting multifunctional protein 1 OS=Mus musculus GN=Aimp1 PE=1 SV=2","P31230",34,4,4,16,16
"239","Aminoacyl tRNA synthase complex-interacting multifunctional protein 2 OS=Mus musculus GN=Aimp2 PE=1 SV=2","Q8R010",35,5,8,15,20
"240","Anaphase-promoting complex subunit 1 OS=Mus musculus GN=Anapc1 PE=1 SV=2","P53995",216,9,11,4,4
"241","Anaphase-promoting complex subunit 4 OS=Mus musculus GN=Anapc4 PE=1 SV=1","Q91W96",92,4,3,2,2
"242","Anaphase-promoting complex subunit 5 OS=Mus musculus GN=Anapc5 PE=1 SV=1","Q8BTZ4",83,7,7,7,8
"243","Ancient ubiquitous protein 1 OS=Mus musculus GN=Aup1 PE=1 SV=1","P70295",46,0,0,8,4
"244","Androgen receptor OS=Mus musculus GN=Ar PE=1 SV=1","P19091",98,0,0,0,3
"245","Ankycorbin OS=Mus musculus GN=Rai14 PE=1 SV=1","Q9EP71",109,0,0,3,6
"246","Ankyrin repeat and IBR domain-containing protein 1 OS=Mus musculus GN=Ankib1 PE=1 SV=2","Q6ZPS6",122,3,0,0,0
"247","Ankyrin repeat and MYND domain-containing protein 1 OS=Mus musculus GN=Ankmy1 PE=1 SV=1","Q8C0W1",102,0,0,4,5
"248","Ankyrin repeat and SOCS box protein 1 OS=Mus musculus GN=Asb1 PE=2 SV=1","Q9WV74",37,0,0,0,2
"249","Ankyrin repeat domain-containing protein 17 OS=Mus musculus GN=Ankrd17 PE=1 SV=2","Q99NH0",274,13,16,0,2
"250","Ankyrin repeat domain-containing protein 40 OS=Mus musculus GN=Ankrd40 PE=1 SV=1","Q5SUE8",41,5,6,3,3
"251","Ankyrin repeat domain-containing protein 42 OS=Mus musculus GN=Ankrd42 PE=1 SV=1","Q3V096",59,0,0,30,24
"252","Ankyrin repeat, SAM and basic leucine zipper domain-containing protein 1 OS=Mus musculus GN=Asz1 PE=1 SV=2","Q8VD46",53,0,0,9,5
"253","Ankyrin-1 OS=Mus musculus GN=Ank1 PE=1 SV=2","Q02357",204,9,12,0,0
"254","Ankyrin-2 OS=Mus musculus GN=Ank2 PE=1 SV=2","Q8C8R3",426,64,86,0,0
"255","Ankyrin-3 OS=Mus musculus GN=Ank3 PE=1 SV=1","G5E8K5",214,24,38,0,0
"256","Annexin A11 OS=Mus musculus GN=Anxa11 PE=1 SV=2","P97384",54,3,3,17,14
"257","Annexin A2 OS=Mus musculus GN=Anxa2 PE=1 SV=2","P07356",39,0,0,16,13
"258","Annexin A7 OS=Mus musculus GN=Anxa7 PE=1 SV=2","Q07076",50,22,26,27,23
"259","Anoctamin-2 OS=Mus musculus GN=Ano2 PE=1 SV=2","Q8CFW1",114,0,2,0,0
"260","Anthrax toxin receptor 2 OS=Mus musculus GN=Antxr2 PE=1 SV=1","Q6DFX2",53,0,0,3,2
"261","Anti-Muellerian hormone type-2 receptor OS=Mus musculus GN=Amhr2 PE=1 SV=2","Q8K592",61,0,0,2,0
"262","AP-1 complex subunit beta-1 OS=Mus musculus GN=Ap1b1 PE=1 SV=2","O35643",104,52,54,29,31
"263","AP-1 complex subunit gamma-1 OS=Mus musculus GN=Ap1g1 PE=1 SV=3","P22892",91,7,5,3,4
"264","AP-1 complex subunit mu-1 OS=Mus musculus GN=Ap1m1 PE=1 SV=3","P35585",49,5,3,7,10
"265","AP-2 complex subunit alpha-1 OS=Mus musculus GN=Ap2a1 PE=1 SV=1","P17426",108,58,65,41,40
"266","AP-2 complex subunit alpha-2 OS=Mus musculus GN=Ap2a2 PE=1 SV=2","P17427",104,75,79,31,29
"267","AP-2 complex subunit beta OS=Mus musculus GN=Ap2b1 PE=1 SV=1","Q9DBG3",105,93,101,51,58
"268","AP-2 complex subunit mu OS=Mus musculus GN=Ap2m1 PE=1 SV=1","P84091",50,54,54,29,30
"269","AP-2 complex subunit sigma OS=Mus musculus GN=Ap2s1 PE=1 SV=1","P62743",17,11,10,4,8
"270","AP-3 complex subunit beta-1 OS=Mus musculus GN=Ap3b1 PE=1 SV=2","Q9Z1T1",123,0,0,2,0
"271","AP-3 complex subunit beta-2 OS=Mus musculus GN=Ap3b2 PE=1 SV=2","Q9JME5",119,7,12,0,0
"272","AP-3 complex subunit delta-1 OS=Mus musculus GN=Ap3d1 PE=1 SV=1","O54774",135,6,11,3,0
"273","AP-3 complex subunit mu-1 OS=Mus musculus GN=Ap3m1 PE=1 SV=1","Q9JKC8",47,0,7,4,4
"274","AP-3 complex subunit mu-2 OS=Mus musculus GN=Ap3m2 PE=1 SV=1","Q8R2R9",47,10,9,0,0
"275","AP2-associated protein kinase 1 OS=Mus musculus GN=Aak1 PE=1 SV=2","Q3UHJ0",103,12,16,0,0
"276","Apoptosis-inducing factor 1, mitochondrial OS=Mus musculus GN=Aifm1 PE=1 SV=1","Q9Z0X1",67,6,5,11,9
"277","Apoptosis-inducing factor 2 OS=Mus musculus GN=Aifm2 PE=1 SV=1","Q8BUE4",41,0,0,3,0
"278","ARF GTPase-activating protein GIT1 OS=Mus musculus GN=Git1 PE=1 SV=1","Q68FF6",85,15,20,27,30
"279","ARF GTPase-activating protein GIT2 OS=Mus musculus GN=Git2 PE=1 SV=2","Q9JLQ2",79,5,10,10,11
"280","Arf-GAP domain and FG repeat-containing protein 1 OS=Mus musculus GN=Agfg1 PE=1 SV=2","Q8K2K6",58,8,10,28,25
"281","Arf-GAP domain and FG repeat-containing protein 2 OS=Mus musculus GN=Agfg2 PE=1 SV=1","Q80WC7",49,6,5,11,9
"282","Arf-GAP with GTPase, ANK repeat and PH domain-containing protein 1 OS=Mus musculus GN=Agap1 PE=1 SV=1","Q8BXK8",94,28,27,0,0
"283","Arf-GAP with GTPase, ANK repeat and PH domain-containing protein 3 OS=Mus musculus GN=Agap3 PE=1 SV=1","Q8VHH5",98,9,13,2,0
"284","Arf-GAP with SH3 domain, ANK repeat and PH domain-containing protein 2 OS=Mus musculus GN=Asap2 PE=1 SV=3","Q7SIG6",107,4,4,0,0
"285","Arginine--tRNA ligase, cytoplasmic OS=Mus musculus GN=Rars PE=1 SV=2","Q9D0I9",76,9,11,43,29
"286","Arginine-glutamic acid dipeptide repeats protein OS=Mus musculus GN=Rere PE=1 SV=3","Q80TZ9",172,0,3,0,0
"287","Arginine/serine-rich protein PNISR OS=Mus musculus GN=Pnisr PE=1 SV=1","A2AJT4",92,3,2,0,0
"288","Argininosuccinate synthase OS=Mus musculus GN=Ass1 PE=1 SV=1","P16460",47,16,18,74,80
"289","Armadillo repeat protein deleted in velo-cardio-facial syndrome homolog OS=Mus musculus GN=Arvcf PE=1 SV=2","P98203",105,13,16,0,0
"290","Armadillo repeat-containing protein 12 OS=Mus musculus GN=Armc12 PE=2 SV=1","Q80X86",39,0,0,0,2
"291","Armadillo repeat-containing protein 3 OS=Mus musculus GN=Armc3 PE=1 SV=1","A2AU72",97,0,0,4,3
"292","Armadillo repeat-containing protein 4 OS=Mus musculus GN=Armc4 PE=1 SV=1","B2RY50",115,0,0,10,15
"293","Armadillo repeat-containing protein 8 OS=Mus musculus GN=Armc8 PE=1 SV=2","Q9DBR3",75,7,3,17,11
"294","Aryl hydrocarbon receptor nuclear translocator OS=Mus musculus GN=Arnt PE=1 SV=3","P53762",87,4,3,0,0
"295","Aryl-hydrocarbon-interacting protein-like 1 OS=Mus musculus GN=Aipl1 PE=2 SV=2","Q924K1",38,0,2,0,0
"296","Ashwin OS=Mus musculus PE=1 SV=1","Q922M7",26,5,5,6,5
"297","Asparagine--tRNA ligase, cytoplasmic OS=Mus musculus GN=Nars PE=1 SV=2","Q8BP47",64,4,8,32,28
"298","Aspartate--tRNA ligase, cytoplasmic OS=Mus musculus GN=Dars PE=1 SV=2","Q922B2",57,6,10,28,30
"299","Aspartyl aminopeptidase OS=Mus musculus GN=Dnpep PE=1 SV=2","Q9Z2W0",52,12,9,50,45
"300","AT-hook DNA-binding motif-containing protein 1 OS=Mus musculus GN=Ahdc1 PE=1 SV=1","Q6PAL7",168,9,11,0,0
"301","AT-rich interactive domain-containing protein 1A OS=Mus musculus GN=Arid1a PE=1 SV=1","A2BH40",242,64,63,26,20
"302","AT-rich interactive domain-containing protein 1B OS=Mus musculus GN=Arid1b PE=1 SV=1","E9Q4N7",238,51,51,6,10
"303","Ataxin-10 OS=Mus musculus GN=Atxn10 PE=1 SV=2","P28658",54,0,0,19,15
"304","Ataxin-2 OS=Mus musculus GN=Atxn2 PE=1 SV=1","O70305",136,35,30,16,17
"305","Ataxin-2-like protein OS=Mus musculus GN=Atxn2l PE=1 SV=1","Q7TQH0",111,28,33,30,36
"306","ATP synthase subunit alpha, mitochondrial OS=Mus musculus GN=Atp5a1 PE=1 SV=1","Q03265",60,19,21,16,21
"307","ATP synthase subunit beta, mitochondrial OS=Mus musculus GN=Atp5b PE=1 SV=2","P56480",56,7,9,6,8
"308","ATP synthase subunit f, mitochondrial OS=Mus musculus GN=Atp5j2 PE=1 SV=3","P56135",10,3,4,0,0
"309","ATP synthase subunit gamma, mitochondrial OS=Mus musculus GN=Atp5c1 PE=1 SV=1","Q91VR2",33,8,9,0,2
"310","ATP-binding cassette sub-family A member 5 OS=Mus musculus GN=Abca5 PE=1 SV=2","Q8K448",186,0,0,0,3
"311","ATP-binding cassette sub-family D member 3 OS=Mus musculus GN=Abcd3 PE=1 SV=2","P55096",75,0,0,0,2
"312","ATP-binding cassette sub-family E member 1 OS=Mus musculus GN=Abce1 PE=1 SV=1","P61222",67,0,0,3,0
"313","ATP-binding cassette sub-family F member 2 OS=Mus musculus GN=Abcf2 PE=1 SV=1","Q99LE6",72,0,0,12,10
"314","ATP-binding cassette sub-family F member 3 OS=Mus musculus GN=Abcf3 PE=1 SV=1","Q8K268",80,0,0,2,0
"315","ATP-citrate synthase OS=Mus musculus GN=Acly PE=1 SV=1","Q91V92",120,9,16,3,3
"316","ATP-dependent 6-phosphofructokinase, liver type OS=Mus musculus GN=Pfkl PE=1 SV=4","P12382",85,15,23,22,11
"317","ATP-dependent 6-phosphofructokinase, muscle type OS=Mus musculus GN=Pfkm PE=1 SV=3","P47857",85,10,10,27,25
"318","ATP-dependent 6-phosphofructokinase, platelet type OS=Mus musculus GN=Pfkp PE=1 SV=1","Q9WUA3",85,14,15,55,44
"319","ATP-dependent Clp protease ATP-binding subunit clpX-like, mitochondrial OS=Mus musculus GN=Clpx PE=1 SV=2","Q9JHS4",69,0,0,4,3
"320","ATP-dependent DNA helicase Q1 OS=Mus musculus GN=Recql PE=1 SV=2","Q9Z129",72,0,0,10,9
"321","ATP-dependent DNA helicase Q5 OS=Mus musculus GN=Recql5 PE=1 SV=1","Q8VID5",108,0,2,0,0
"322","ATP-dependent RNA helicase A OS=Mus musculus GN=Dhx9 PE=1 SV=2","O70133",149,273,303,126,142
"323","ATP-dependent RNA helicase DDX1 OS=Mus musculus GN=Ddx1 PE=1 SV=1","Q91VR5",83,160,163,226,196
"324","ATP-dependent RNA helicase DDX18 OS=Mus musculus GN=Ddx18 PE=1 SV=1","Q8K363",74,2,2,0,0
"325","ATP-dependent RNA helicase DDX25 OS=Mus musculus GN=Ddx25 PE=1 SV=2","Q9QY15",55,0,0,26,22
"326","ATP-dependent RNA helicase DDX39A OS=Mus musculus GN=Ddx39a PE=1 SV=1","Q8VDW0",49,0,0,49,37
"327","ATP-dependent RNA helicase DDX3X OS=Mus musculus GN=Ddx3x PE=1 SV=3","Q62167",73,153,121,139,125
"328","ATP-dependent RNA helicase DDX3Y OS=Mus musculus GN=Ddx3y PE=1 SV=2","Q62095",73,126,104,119,107
"329","ATP-dependent RNA helicase DDX4 OS=Mus musculus GN=Ddx4 PE=1 SV=2","Q61496",76,0,0,124,108
"330","ATP-dependent RNA helicase DDX42 OS=Mus musculus GN=Ddx42 PE=1 SV=3","Q810A7",102,38,41,22,29
"331","ATP-dependent RNA helicase DDX50 OS=Mus musculus GN=Ddx50 PE=2 SV=1","Q99MJ9",82,15,15,2,2
"332","ATP-dependent RNA helicase DHX36 OS=Mus musculus GN=Dhx36 PE=1 SV=2","Q8VHK9",114,14,9,14,13
"333","ATP-dependent RNA helicase DHX8 OS=Mus musculus GN=Dhx8 PE=2 SV=1","A2A4P0",143,0,0,3,4
"334","ATP-dependent RNA helicase TDRD9 OS=Mus musculus GN=Tdrd9 PE=1 SV=3","Q14BI7",156,0,0,96,97
"335","ATP-dependent zinc metalloprotease YME1L1 OS=Mus musculus GN=Yme1l1 PE=1 SV=1","O88967",80,0,0,0,2
"336","ATPase family AAA domain-containing protein 3 OS=Mus musculus GN=Atad3 PE=1 SV=1","Q925I1",67,22,24,23,21
"337","ATPase WRNIP1 OS=Mus musculus GN=Wrnip1 PE=1 SV=2","Q91XU0",72,13,16,9,6
"338","Atrophin-1 OS=Mus musculus GN=Atn1 PE=1 SV=1","O35126",124,2,5,0,0
"339","Aurora kinase A OS=Mus musculus GN=Aurka PE=1 SV=1","P97477",45,0,0,2,2
"340","Aurora kinase C OS=Mus musculus GN=Aurkc PE=1 SV=1","O88445",33,0,0,2,0
"341","Baculoviral IAP repeat-containing protein 2 OS=Mus musculus GN=Birc2 PE=1 SV=1","Q62210",70,3,0,2,0
"342","Baculoviral IAP repeat-containing protein 6 OS=Mus musculus GN=Birc6 PE=1 SV=2","O88738",532,0,4,0,2
"343","BAG family molecular chaperone regulator 4 OS=Mus musculus GN=Bag4 PE=1 SV=2","Q8CI61",49,2,0,2,0
"344","BAG family molecular chaperone regulator 5 OS=Mus musculus GN=Bag5 PE=1 SV=1","Q8CI32",51,0,0,5,7
"345","Band 4.1-like protein 2 OS=Mus musculus GN=Epb41l2 PE=1 SV=2","O70318",110,18,29,0,0
"346","Band 4.1-like protein 3 OS=Mus musculus GN=Epb41l3 PE=1 SV=1","Q9WV92",103,11,23,0,0
"347","Band 4.1-like protein 4B OS=Mus musculus GN=Epb41l4b PE=1 SV=2","Q9JMC8",60,2,0,0,0
"348","Band 4.1-like protein 5 OS=Mus musculus GN=Epb41l5 PE=1 SV=1","Q8BGS1",82,3,8,0,0
"349","Bardet-Biedl syndrome 1 protein homolog OS=Mus musculus GN=Bbs1 PE=1 SV=1","Q3V3N7",65,7,8,13,9
"350","Bardet-Biedl syndrome 2 protein homolog OS=Mus musculus GN=Bbs2 PE=1 SV=1","Q9CWF6",80,8,7,14,18
"351","Bardet-Biedl syndrome 4 protein homolog OS=Mus musculus GN=Bbs4 PE=1 SV=1","Q8C1Z7",58,2,0,0,0
"352","Bardet-Biedl syndrome 5 protein homolog OS=Mus musculus GN=Bbs5 PE=1 SV=1","Q9CZQ9",39,4,5,14,12
"353","Bardet-Biedl syndrome 7 protein homolog OS=Mus musculus GN=Bbs7 PE=1 SV=1","Q8K2G4",80,8,10,15,18
"354","Basement membrane-specific heparan sulfate proteoglycan core protein OS=Mus musculus GN=Hspg2 PE=1 SV=1","Q05793",398,46,51,48,36
"355","Basigin OS=Mus musculus GN=Bsg PE=1 SV=2","P18572",42,2,2,0,0
"356","Bcl-2-associated transcription factor 1 OS=Mus musculus GN=Bclaf1 PE=1 SV=2","Q8K019",106,22,25,0,0
"357","BCL-6 corepressor OS=Mus musculus GN=Bcor PE=1 SV=2","Q8CGN4",193,0,2,0,0
"358","Beta-1-syntrophin OS=Mus musculus GN=Sntb1 PE=1 SV=4","Q99L88",58,21,20,0,0
"359","Beta-2-syntrophin OS=Mus musculus GN=Sntb2 PE=1 SV=2","Q61235",56,15,11,11,13
"360","Beta-adducin OS=Mus musculus GN=Add2 PE=1 SV=4","Q9QYB8",81,3,2,0,0
"361","Beta-centractin OS=Mus musculus GN=Actr1b PE=1 SV=1","Q8R5C5",42,8,13,0,0
"362","Beta-crystallin A1 OS=Mus musculus GN=Cryba1 PE=2 SV=2","P02525",23,13,3,0,0
"363","Beta-crystallin A2 OS=Mus musculus GN=Cryba2 PE=2 SV=3","Q9JJV1",22,10,0,0,0
"364","Beta-crystallin A4 OS=Mus musculus GN=Cryba4 PE=2 SV=3","Q9JJV0",22,12,0,0,0
"365","Beta-crystallin B1 OS=Mus musculus GN=Crybb1 PE=1 SV=3","Q9WVJ5",28,41,6,0,0
"366","Beta-crystallin B2 OS=Mus musculus GN=Crybb2 PE=1 SV=2","P62696",23,18,0,0,0
"367","Beta-crystallin B3 OS=Mus musculus GN=Crybb3 PE=2 SV=3","Q9JJU9",24,21,0,0,0
"368","Beta-defensin 36 OS=Mus musculus GN=Defb36 PE=3 SV=2","Q8K3U4",8,0,0,0,2
"369","Beta-enolase OS=Mus musculus GN=Eno3 PE=1 SV=3","P21550",47,13,0,0,0
"370","Beta-galactosidase-1-like protein 3 OS=Mus musculus GN=Glb1l3 PE=1 SV=1","A2RSQ1",74,0,0,4,4
"371","Beta-parvin OS=Mus musculus GN=Parvb PE=1 SV=1","Q9ES46",42,0,0,5,5
"372","Beta/gamma crystallin domain-containing protein 3 OS=Mus musculus GN=Crybg3 PE=1 SV=2","Q80W49",114,0,0,44,43
"373","Bifunctional glutamate/proline--tRNA ligase OS=Mus musculus GN=Eprs PE=1 SV=4","Q8CGC7",170,23,38,71,81
"374","Bifunctional UDP-N-acetylglucosamine 2-epimerase/N-acetylmannosamine kinase OS=Mus musculus GN=Gne PE=1 SV=1","Q91WG8",79,3,4,0,0
"375","Bloom syndrome protein homolog OS=Mus musculus GN=Blm PE=1 SV=1","O88700",158,0,0,2,0
"376","BMP-2-inducible protein kinase OS=Mus musculus GN=Bmp2k PE=1 SV=1","Q91Z96",126,3,4,0,2
"377","Brain-enriched guanylate kinase-associated protein OS=Mus musculus GN=Begain PE=1 SV=2","Q68EF6",65,6,6,0,0
"378","Brain-specific angiogenesis inhibitor 1-associated protein 2 OS=Mus musculus GN=Baiap2 PE=1 SV=2","Q8BKX1",59,0,0,4,7
"379","BRCA1-associated ATM activator 1 OS=Mus musculus GN=Brat1 PE=1 SV=1","Q8C3R1",89,0,0,4,5
"380","Breakpoint cluster region protein OS=Mus musculus GN=Bcr PE=1 SV=3","Q6PAJ1",143,8,18,0,0
"381","BRISC and BRCA1-A complex member 2 OS=Mus musculus GN=Babam2 PE=1 SV=2","Q8K3W0",44,0,2,4,4
"382","BRISC complex subunit Abraxas 2 OS=Mus musculus GN=Abraxas2 PE=1 SV=1","Q3TCJ1",47,0,0,3,4
"383","BTB/POZ domain-containing protein KCTD16 OS=Mus musculus GN=Kctd16 PE=1 SV=2","Q5DTY9",49,0,3,0,0
"384","BTB/POZ domain-containing protein KCTD19 OS=Mus musculus GN=Kctd19 PE=1 SV=2","Q562E2",105,0,0,5,9
"385","BTB/POZ domain-containing protein KCTD3 OS=Mus musculus GN=Kctd3 PE=1 SV=1","Q8BFX3",89,4,4,0,0
"386","BUB3-interacting and GLEBS motif-containing protein ZNF207 OS=Mus musculus GN=Znf207 PE=1 SV=1","Q9JMD0",53,0,0,2,3
"387","C-1-tetrahydrofolate synthase, cytoplasmic OS=Mus musculus GN=Mthfd1 PE=1 SV=4","Q922D8",101,0,0,4,5
"388","c-Myc-binding protein OS=Mus musculus GN=Mycbp PE=1 SV=5","Q9EQS3",12,0,0,2,5
"389","C-terminal-binding protein 1 OS=Mus musculus GN=Ctbp1 PE=1 SV=2","O88712",48,10,12,0,0
"390","C-terminal-binding protein 2 OS=Mus musculus GN=Ctbp2 PE=1 SV=2","P56546",49,33,38,3,4
"391","Cactin OS=Mus musculus GN=Cactin PE=1 SV=2","Q9CS00",91,0,4,0,0
"392","CAD protein OS=Mus musculus GN=Cad PE=1 SV=1","B2RQC6",243,75,89,127,145
"393","Cadherin-2 OS=Mus musculus GN=Cdh2 PE=1 SV=2","P15116",100,4,4,0,0
"394","Calcium homeostasis endoplasmic reticulum protein OS=Mus musculus GN=Cherp PE=1 SV=1","Q8CGZ0",106,48,43,23,25
"395","Calcium-binding mitochondrial carrier protein Aralar1 OS=Mus musculus GN=Slc25a12 PE=1 SV=1","Q8BH59",75,38,54,7,9
"396","Calcium-binding mitochondrial carrier protein Aralar2 OS=Mus musculus GN=Slc25a13 PE=1 SV=1","Q9QXX4",74,0,0,6,9
"397","Calcium-binding mitochondrial carrier protein SCaMC-2 OS=Mus musculus GN=Slc25a25 PE=1 SV=1","A2ASZ8",53,2,3,0,0
"398","Calcium-dependent secretion activator 1 OS=Mus musculus GN=Cadps PE=1 SV=3","Q80TJ1",153,5,3,0,0
"399","Calcium-responsive transactivator OS=Mus musculus GN=Ss18l1 PE=1 SV=1","Q8BW22",44,4,3,0,0
"400","Calcium-transporting ATPase type 2C member 1 OS=Mus musculus GN=Atp2c1 PE=1 SV=2","Q80XR2",100,3,0,0,0
"401","Calcium/calmodulin-dependent protein kinase type II subunit alpha OS=Mus musculus GN=Camk2a PE=1 SV=2","P11798",54,27,27,0,0
"402","Calcium/calmodulin-dependent protein kinase type II subunit beta OS=Mus musculus GN=Camk2b PE=1 SV=2","P28652",60,54,52,0,0
"403","Calcium/calmodulin-dependent protein kinase type II subunit delta OS=Mus musculus GN=Camk2d PE=1 SV=1","Q6PHZ2",56,49,45,9,13
"404","Calcium/calmodulin-dependent protein kinase type II subunit gamma OS=Mus musculus GN=Camk2g PE=1 SV=1","Q923T9",60,33,34,7,15
"405","Calicin OS=Mus musculus GN=Ccin PE=1 SV=1","Q8CDE2",67,0,0,14,18
"406","Calmegin OS=Mus musculus GN=Clgn PE=1 SV=2","P52194",69,0,0,7,8
"407","Calmodulin-1 OS=Mus musculus GN=Calm1 PE=1 SV=1","P0DP26",17,2,2,0,0
"408","Calmodulin-regulated spectrin-associated protein 3 OS=Mus musculus GN=Camsap3 PE=1 SV=1","Q80VC9",135,0,3,0,0
"409","Calpain-6 OS=Mus musculus GN=Capn6 PE=1 SV=2","O35646",75,0,0,2,2
"410","CaM kinase-like vesicle-associated protein OS=Mus musculus GN=Camkv PE=1 SV=2","Q3UHL1",55,3,4,0,0
"411","cAMP and cAMP-inhibited cGMP 3',5'-cyclic phosphodiesterase 10A OS=Mus musculus GN=Pde10a PE=1 SV=2","Q8CA95",89,0,0,2,0
"412","cAMP-dependent protein kinase catalytic subunit alpha OS=Mus musculus GN=Prkaca PE=1 SV=3","P05132",41,0,0,4,3
"413","cAMP-dependent protein kinase type I-alpha regulatory subunit OS=Mus musculus GN=Prkar1a PE=1 SV=3","Q9DBC7",43,0,0,3,3
"414","cAMP-dependent protein kinase type II-alpha regulatory subunit OS=Mus musculus GN=Prkar2a PE=1 SV=2","P12367",45,0,0,4,4
"415","Cancer-related nucleoside-triphosphatase homolog OS=Mus musculus GN=Ntpcr PE=1 SV=1","Q9CQA9",21,0,0,6,7
"416","Cap-specific mRNA (nucleoside-2'-O-)-methyltransferase 1 OS=Mus musculus GN=Cmtr1 PE=1 SV=1","Q9DBC3",96,3,3,3,4
"417","Caprin-1 OS=Mus musculus GN=Caprin1 PE=1 SV=2","Q60865",78,50,46,30,34
"418","Caprin-2 OS=Mus musculus GN=Caprin2 PE=1 SV=1","Q05A80",114,20,0,0,0
"419","Carbonyl reductase [NADPH] 1 OS=Mus musculus GN=Cbr1 PE=1 SV=3","P48758",31,0,0,10,11
"420","Carbonyl reductase [NADPH] 2 OS=Mus musculus GN=Cbr2 PE=1 SV=1","P08074",26,0,0,0,2
"421","Carbonyl reductase family member 4 OS=Mus musculus GN=Cbr4 PE=1 SV=2","Q91VT4",25,0,0,4,4
"422","Carnitine O-palmitoyltransferase 1, liver isoform OS=Mus musculus GN=Cpt1a PE=1 SV=4","P97742",88,3,5,27,30
"423","Carnitine O-palmitoyltransferase 1, muscle isoform OS=Mus musculus GN=Cpt1b PE=1 SV=1","Q924X2",88,0,0,9,12
"424","Casein kinase I isoform alpha OS=Mus musculus GN=Csnk1a1 PE=1 SV=2","Q8BK63",39,0,0,14,14
"425","Casein kinase I isoform delta OS=Mus musculus GN=Csnk1d PE=1 SV=2","Q9DC28",47,3,5,13,11
"426","Casein kinase II subunit alpha OS=Mus musculus GN=Csnk2a1 PE=1 SV=2","Q60737",45,16,23,20,20
"427","Casein kinase II subunit alpha' OS=Mus musculus GN=Csnk2a2 PE=1 SV=1","O54833",41,4,5,29,31
"428","Casein kinase II subunit beta OS=Mus musculus GN=Csnk2b PE=1 SV=1","P67871",25,6,9,15,12
"429","Caseinolytic peptidase B protein homolog OS=Mus musculus GN=Clpb PE=1 SV=1","Q60649",76,0,0,2,0
"430","Cat eye syndrome critical region protein 2 homolog OS=Mus musculus GN=Cecr2 PE=2 SV=1","E9Q2Z1",162,4,5,0,0
"431","Catenin alpha-2 OS=Mus musculus GN=Ctnna2 PE=1 SV=3","Q61301",105,11,10,0,0
"432","Catenin beta-1 OS=Mus musculus GN=Ctnnb1 PE=1 SV=1","Q02248",85,26,25,4,6
"433","Catenin delta-1 OS=Mus musculus GN=Ctnnd1 PE=1 SV=2","P30999",105,45,49,45,47
"434","Catenin delta-2 OS=Mus musculus GN=Ctnnd2 PE=1 SV=1","O35927",135,36,43,0,0
"435","Cathepsin B OS=Mus musculus GN=Ctsb PE=1 SV=2","P10605",37,0,0,4,0
"436","Cathepsin F OS=Mus musculus GN=Ctsf PE=1 SV=1","Q9R013",52,0,0,3,0
"437","Cation channel sperm-associated protein subunit beta OS=Mus musculus GN=Catsperb PE=1 SV=1","A2RTF1",126,0,0,3,3
"438","CCR4-NOT transcription complex subunit 1 OS=Mus musculus GN=Cnot1 PE=1 SV=2","Q6ZQ08",267,7,11,66,80
"439","CCR4-NOT transcription complex subunit 10 OS=Mus musculus GN=Cnot10 PE=1 SV=1","Q8BH15",82,0,0,12,20
"440","CCR4-NOT transcription complex subunit 11 OS=Mus musculus GN=Cnot11 PE=1 SV=1","Q9CWN7",55,0,0,12,9
