"","Description","spID","MW","retinaWT","retinaKO","testisWT","testisKO"
"155","60S ribosomal protein L6 OS=Mus musculus GN=Rpl6 PE=1 SV=3","P47911",34,6.82909284606997e-06,6.26582119852628e-06,2.54075368917436e-05,2.72902040296513e-05
"156","60S ribosomal protein L7 OS=Mus musculus GN=Rpl7 PE=1 SV=2","P14148",31,7.48997279891545e-06,5.49775279354564e-06,2.89809840158727e-05,3.1039754165147e-05
"157","60S ribosomal protein L7a OS=Mus musculus GN=Rpl7a PE=1 SV=2","P12970",30,9.02957831869252e-06,8.52151682999574e-06,3.45542501727713e-05,3.7801986322554e-05
"158","60S ribosomal protein L8 OS=Mus musculus GN=Rpl8 PE=1 SV=2","P62918",28,6.91039157042795e-06,7.60849716963905e-06,1.72771250863856e-05,1.71827210557064e-05
"159","60S ribosomal protein L9 OS=Mus musculus GN=Rpl9 PE=2 SV=2","P51410",22,1.055405258029e-05,1.3556958593175e-05,2.51303637620155e-05,2.49930488083002e-05
"160","7-dehydrocholesterol reductase OS=Mus musculus GN=Dhcr7 PE=1 SV=1","O88455",54,0,0,3.19946760858993e-06,1.27279415227455e-06
"161","78 kDa glucose-regulated protein OS=Mus musculus GN=Hspa5 PE=1 SV=3","P20029",72,1.61242469976652e-05,1.77531600624911e-05,2.97550487598864e-05,3.62746333398246e-05
"162","7SK snRNA methylphosphate capping enzyme OS=Mus musculus GN=Mepce PE=1 SV=2","Q8K3A9",72,1.07494979984435e-06,0,0,0
"163","85/88 kDa calcium-independent phospholipase A2 OS=Mus musculus GN=Pla2g6 PE=1 SV=3","P97819",90,0,0,3.34024418336789e-05,3.39836038657304e-05
"164","A disintegrin and metallopeptidase domain 3 OS=Mus musculus GN=Adam3 PE=1 SV=1","F8VQ03",91,0,0,5.69575552298427e-06,4.53170665205443e-06
"165","A-kinase anchor protein 3 OS=Mus musculus GN=Akap3 PE=1 SV=2","O88987",96,0,0,7.19880211932734e-07,0
"166","A-kinase anchor protein 4 OS=Mus musculus GN=Akap4 PE=1 SV=1","Q60662",94,0,0,7.35196812186622e-07,0
"167","A-kinase anchor protein 8 OS=Mus musculus GN=Akap8 PE=1 SV=1","Q9DBR0",76,1.3238855429662e-05,1.28944004664409e-05,9.54788491616048e-06,8.59136052785319e-06
"168","A-kinase anchor protein 8-like OS=Mus musculus GN=Akap8l PE=1 SV=1","Q9R0L7",71,5.99549465828678e-06,6.60117500915163e-06,1.46003873969456e-06,1.9360812457134e-06
"169","A-kinase anchor protein 9 OS=Mus musculus GN=Akap9 PE=1 SV=2","Q70FJ1",436,1.77514645845856e-07,3.90895267430997e-07,0,0
"170","A-kinase anchor protein SPHKAP OS=Mus musculus GN=Sphkap PE=1 SV=2","Q6NSW3",185,4.18358841020503e-07,0,0,0
"171","Abl interactor 1 OS=Mus musculus GN=Abi1 PE=1 SV=3","Q8CBW3",52,2.23258804583057e-06,0,0,0
"172","Acetyl-CoA acetyltransferase, mitochondrial OS=Mus musculus GN=Acat1 PE=1 SV=1","Q8QZT1",45,1.89191164772605e-05,2.08303744733229e-05,1.8428933425478e-05,1.75645593013887e-05
"173","Acetyl-CoA carboxylase 1 OS=Mus musculus GN=Acaca PE=1 SV=1","Q5SWU9",265,3.50474198892648e-06,2.2509667098102e-06,1.12138321315409e-05,9.20734486758606e-06
"174","Acrosin OS=Mus musculus GN=Acr PE=1 SV=1","P23578",49,0,0,1.9040097033976e-05,2.033873104553e-05
"175","Acrosin-binding protein OS=Mus musculus GN=Acrbp PE=1 SV=1","Q3V140",61,0,0,1.52945041748332e-05,1.80277729109051e-05
"176","Acrosomal protein KIAA1210 OS=Mus musculus GN=Kiaa1210 PE=1 SV=1","E9Q0C6",181,0,0,1.90907459518073e-06,1.13918592634517e-06
"177","Actin-binding LIM protein 1 OS=Mus musculus GN=Ablim1 PE=1 SV=1","Q8K4G5",97,7.58005838240756e-06,9.22432234174797e-06,0,0
"178","Actin-binding LIM protein 2 OS=Mus musculus GN=Ablim2 PE=1 SV=1","Q8BL65",68,5.69091070505831e-06,5.63923907867365e-06,0,0
"179","Actin-binding LIM protein 3 OS=Mus musculus GN=Ablim3 PE=1 SV=2","Q69ZX8",78,0,1.63875323653764e-06,0,0
"180","Actin-like protein 6A OS=Mus musculus GN=Actl6a PE=1 SV=2","Q9Z2N8",47,1.39972186703136e-05,2.08505199031811e-05,1.24983458071726e-05,2.19353885817528e-05
"181","Actin-like protein 6B OS=Mus musculus GN=Actl6b PE=1 SV=1","Q99MR0",47,5.76356062895267e-06,1.2691620810632e-05,0,0
"182","Actin-like protein 7A OS=Mus musculus GN=Actl7a PE=1 SV=1","Q9QY84",49,0,0,9.16745412746992e-06,1.19227044060003e-05
"183","Actin-like protein 7B OS=Mus musculus GN=Actl7b PE=1 SV=2","Q9QY83",46,0,0,2.25353805474595e-06,4.48244897105384e-06
"184","Actin-related protein 10 OS=Mus musculus GN=Actr10 PE=1 SV=2","Q9QZB7",46,5.88885542523425e-06,0,6.00943481265587e-06,5.97659862807178e-06
"185","Actin, alpha skeletal muscle OS=Mus musculus GN=Acta1 PE=1 SV=1","P68134",42,0,4.56509830178343e-05,0,0
"186","Actin, aortic smooth muscle OS=Mus musculus GN=Acta2 PE=1 SV=1","P62737",42,0,0,4.93632145325304e-05,6.21850857254136e-05
"187","Actin, cytoplasmic 2 OS=Mus musculus GN=Actg1 PE=1 SV=1","P63260",42,5.06762048498049e-05,5.47811796214012e-05,4.68950538059038e-05,4.99117135427662e-05
"188","Activating signal cointegrator 1 complex subunit 1 OS=Mus musculus GN=Ascc1 PE=1 SV=1","Q9D8Z1",41,0,2.07841873902335e-06,7.58507930621808e-06,1.00581781789501e-05
"189","Activating signal cointegrator 1 complex subunit 2 OS=Mus musculus GN=Ascc2 PE=1 SV=1","Q91WR3",86,0,0,3.21434885328105e-06,3.99598164086195e-06
"190","Activating signal cointegrator 1 complex subunit 3 OS=Mus musculus GN=Ascc3 PE=1 SV=1","E9PZJ8",251,7.70880334549731e-07,6.79005325099262e-07,2.75332670699373e-06,1.50605523197426e-06
"191","Activating signal cointegrator 1 OS=Mus musculus GN=Trip4 PE=1 SV=2","Q9QXN3",66,0,0,1.57064773512597e-06,2.60344258419794e-06
"192","Activity-dependent neuroprotector homeobox protein OS=Mus musculus GN=Adnp PE=1 SV=2","Q9Z103",124,1.12349591983732e-05,1.44316010830573e-05,1.67197984706958e-06,0
"193","Acyl-CoA dehydrogenase family member 10 OS=Mus musculus GN=Acad10 PE=1 SV=1","Q8K370",119,0,0,0,5.77570455653996e-07
"194","Acyl-CoA dehydrogenase family member 11 OS=Mus musculus GN=Acad11 PE=1 SV=2","Q80XL6",87,0,0,1.03265575228972e-05,9.48012196176904e-06
"195","Acyl-CoA synthetase family member 2, mitochondrial OS=Mus musculus GN=Acsf2 PE=1 SV=1","Q8VCW8",68,0,0,3.5570551648441e-06,4.04299318957797e-06
"196","Acyl-coenzyme A thioesterase 8 OS=Mus musculus GN=Acot8 PE=1 SV=1","P58137",36,0,0,1.91968056515396e-06,0
"197","Acylglycerol kinase, mitochondrial OS=Mus musculus GN=Agk PE=1 SV=1","Q9ESW4",47,0,1.81308868723314e-06,5.14637768530636e-06,3.6558980969588e-06
"198","Adenomatous polyposis coli protein OS=Mus musculus GN=Apc PE=1 SV=1","Q61315",311,6.22157440424381e-07,5.48007513183006e-07,0,0
"199","Adenosine deaminase domain-containing protein 1 OS=Mus musculus GN=Adad1 PE=1 SV=1","Q5SUE7",68,0,0,5.08150737834871e-06,7.07523808176145e-06
"200","Adenosine deaminase domain-containing protein 2 OS=Mus musculus GN=Adad2 PE=2 SV=1","Q9D5P4",51,0,0,4.74274021979213e-06,4.04299318957797e-06
"201","Adenosylhomocysteinase OS=Mus musculus GN=Ahcy PE=1 SV=3","P50247",48,3.22484939953304e-06,3.55063201249822e-06,3.59940105966367e-06,2.86378684261773e-06
"202","Adenylate kinase 8 OS=Mus musculus GN=Ak8 PE=1 SV=1","Q32M07",55,0,0,1.25651818810077e-05,9.37239330311257e-06
"203","Adenylate kinase isoenzyme 1 OS=Mus musculus GN=Ak1 PE=1 SV=1","Q9R0Y5",22,0,0,3.14129547025193e-06,0
"204","Adenylosuccinate lyase OS=Mus musculus GN=Adsl PE=1 SV=2","P54822",55,1.40720701070533e-06,0,1.00521455048062e-05,1.18716981839426e-05
"205","Adenylosuccinate synthetase isozyme 2 OS=Mus musculus GN=Adss PE=1 SV=2","P46664",50,0,0,1.38217000691085e-06,5.49847073782604e-06
"206","Adenylyl cyclase-associated protein 1 OS=Mus musculus GN=Cap1 PE=1 SV=4","P40124",52,2.97678406110742e-06,0,0,0
"207","Adenylyltransferase and sulfurtransferase MOCS3 OS=Mus musculus GN=Mocs3 PE=1 SV=1","A2BDX3",49,0,0,2.11556633710844e-06,0
"208","ADP-ribosylation factor 3 OS=Mus musculus GN=Arf3 PE=2 SV=2","P61205",21,9.21385542723726e-06,6.08679773571124e-06,0,0
"209","ADP-ribosylation factor 4 OS=Mus musculus GN=Arf4 PE=1 SV=2","P61750",20,1.1609457838319e-05,4.26075841499787e-06,3.45542501727713e-06,3.43654421114128e-06
"210","ADP-ribosylation factor GTPase-activating protein 1 OS=Mus musculus GN=Arfgap1 PE=1 SV=2","Q9EPJ9",45,3.43983935950191e-06,1.89367040666572e-06,0,1.52735298272946e-06
"211","ADP-ribosylation factor GTPase-activating protein 3 OS=Mus musculus GN=Arfgap3 PE=1 SV=2","Q9D8S3",57,0,0,1.81864474593533e-06,3.0145124659134e-06
"212","ADP-ribosylation factor-like protein 2-binding protein OS=Mus musculus GN=Arl2bp PE=1 SV=1","Q9D385",19,2.24042168809664e-05,0,2.00050922052886e-05,0
"213","ADP/ATP translocase 1 OS=Mus musculus GN=Slc25a4 PE=1 SV=4","P48962",33,5.39429354103709e-05,5.0354417631793e-05,3.03658562124353e-05,2.81171799093377e-05
"214","ADP/ATP translocase 2 OS=Mus musculus GN=Slc25a5 PE=1 SV=3","P51881",33,4.33888828300809e-05,4.77721398045216e-05,3.24600531926033e-05,3.33240650777336e-05
"215","ADP/ATP translocase 4 OS=Mus musculus GN=Slc25a31 PE=1 SV=1","Q3V132",35,0,0,3.257972159147e-05,3.43654421114128e-05
"216","Afadin OS=Mus musculus GN=Afdn PE=1 SV=3","Q9QZQ1",207,5.79538152959561e-06,4.11667479709939e-06,3.33857489591993e-06,3.81838245682364e-06
"217","Afadin- and alpha-actinin-binding protein OS=Mus musculus GN=Ssx2ip PE=1 SV=1","Q8VC66",71,0,0,4.38011621908368e-06,4.84020311428349e-06
"218","Alanine aminotransferase 2 OS=Mus musculus GN=Gpt2 PE=1 SV=1","Q8BGT5",58,0,0,8.34068107618616e-06,7.70259909393734e-06
"219","Alcohol dehydrogenase 1 OS=Mus musculus GN=Adh1 PE=1 SV=2","P00329",40,0,0,6.04699378023497e-06,2.57740815835596e-06
"220","Aldehyde dehydrogenase X, mitochondrial OS=Mus musculus GN=Aldh1b1 PE=1 SV=1","Q9CZS1",58,0,0,2.38305173605319e-06,0
"221","Aldehyde dehydrogenase, mitochondrial OS=Mus musculus GN=Aldh2 PE=1 SV=1","P47738",57,0,0,6.66836406842954e-06,7.23482991819216e-06
"222","Alpha-1-syntrophin OS=Mus musculus GN=Snta1 PE=1 SV=1","Q61234",54,2.14989959968869e-06,0,0,0
"223","Alpha-1,3-mannosyl-glycoprotein 4-beta-N-acetylglucosaminyltransferase-like protein MGAT4D OS=Mus musculus GN=Mgat4d PE=1 SV=2","Q9D4R2",43,0,0,2.41076163996078e-06,2.39758898451717e-06
"224","Alpha-1,3/1,6-mannosyltransferase ALG2 OS=Mus musculus GN=Alg2 PE=1 SV=2","Q9DBE8",47,2.47009741240829e-06,4.53272171808284e-06,4.41118087311973e-06,6.58061657452585e-06
"225","Alpha-actinin-1 OS=Mus musculus GN=Actn1 PE=1 SV=1","Q7TPR4",103,3.38139548688901e-06,4.13665865533774e-06,0,0
"226","Alpha-actinin-2 OS=Mus musculus GN=Actn2 PE=1 SV=2","Q9JI91",104,0,2.86781816394087e-06,0,0
"227","Alpha-actinin-4 OS=Mus musculus GN=Actn4 PE=1 SV=1","P57780",105,7.00253012470032e-06,6.49258425142533e-06,9.87264290650607e-07,0
"228","Alpha-adducin OS=Mus musculus GN=Add1 PE=1 SV=2","Q9QYC0",81,1.91102186638995e-06,1.57805867222143e-06,0,0
"229","Alpha-centractin OS=Mus musculus GN=Actr1a PE=1 SV=1","P61164",43,9.8995376915898e-06,9.90874049999505e-06,2.25004419729673e-05,2.31766935169993e-05
"230","Alpha-crystallin A chain OS=Mus musculus GN=Cryaa PE=2 SV=1","P24622",22,1.23130613436716e-05,3.09873339272572e-05,0,0
"231","Alpha-crystallin B chain OS=Mus musculus GN=Cryab PE=1 SV=2","P23927",20,0,1.91734128674904e-05,0,0
"232","Alpha-enolase OS=Mus musculus GN=Eno1 PE=1 SV=3","P17182",47,2.47009741240829e-05,2.62897859648805e-05,0,0
"233","Alpha-globin transcription factor CP2 OS=Mus musculus GN=Tfcp2 PE=1 SV=1","Q9ERA0",57,1.35783132611918e-06,2.99000590526166e-06,0,0
"234","Alpha-internexin OS=Mus musculus GN=Ina PE=1 SV=3","P46660",55,8.44324206423196e-06,5.42278343727002e-06,0,0
"235","Alpha-mannosidase 2 OS=Mus musculus GN=Man2a1 PE=1 SV=2","P27046",132,0,0,2.61774622520994e-06,1.04137703367917e-06
"236","Alpha-mannosidase 2C1 OS=Mus musculus GN=Man2c1 PE=1 SV=1","Q91W89",116,0,0,2.38305173605319e-06,1.18501524522113e-06
"237","Alpha-parvin OS=Mus musculus GN=Parva PE=1 SV=1","Q9EPC1",42,0,4.05786515714083e-06,3.29088096883536e-06,4.90934887305897e-06
"238","Aminoacyl tRNA synthase complex-interacting multifunctional protein 1 OS=Mus musculus GN=Aimp1 PE=1 SV=2","P31230",34,4.55272856404665e-06,5.01265695882102e-06,1.62608236107159e-05,1.61719727583119e-05
"239","Aminoacyl tRNA synthase complex-interacting multifunctional protein 2 OS=Mus musculus GN=Aimp2 PE=1 SV=2","Q8R010",35,8.84530121014777e-06,6.08679773571124e-06,1.97452858130121e-05,1.47280466191769e-05
"240","Anaphase-promoting complex subunit 1 OS=Mus musculus GN=Anapc1 PE=1 SV=2","P53995",216,1.97074129971464e-06,1.77531600624911e-06,6.39893521717986e-07,6.36397076137273e-07
"241","Anaphase-promoting complex subunit 4 OS=Mus musculus GN=Anapc4 PE=1 SV=1","Q91W96",92,1.26189759112163e-06,1.85250365869473e-06,7.51179351581984e-07,7.47074828508973e-07
"242","Anaphase-promoting complex subunit 5 OS=Mus musculus GN=Anapc5 PE=1 SV=1","Q8BTZ4",83,3.26370300675633e-06,3.59341071144399e-06,3.33053013713458e-06,2.89829029855288e-06
"243","Ancient ubiquitous protein 1 OS=Mus musculus GN=Aup1 PE=1 SV=1","P70295",46,0,0,3.00471740632793e-06,5.97659862807178e-06
"244","Androgen receptor OS=Mus musculus GN=Ar PE=1 SV=1","P19091",98,0,0,1.05778316855422e-06,0
"245","Ankycorbin OS=Mus musculus GN=Rai14 PE=1 SV=1","Q9EP71",109,0,0,1.90206881684979e-06,9.45837856277416e-07
"246","Ankyrin repeat and IBR domain-containing protein 1 OS=Mus musculus GN=Ankib1 PE=1 SV=2","Q6ZPS6",122,0,1.04772747909784e-06,0,0
"247","Ankyrin repeat and MYND domain-containing protein 1 OS=Mus musculus GN=Ankmy1 PE=1 SV=1","Q8C0W1",102,0,0,1.6938357927829e-06,1.34766439652599e-06
"248","Ankyrin repeat and SOCS box protein 1 OS=Mus musculus GN=Asb1 PE=2 SV=1","Q9WV74",37,0,0,1.86779730663628e-06,0
"249","Ankyrin repeat domain-containing protein 17 OS=Mus musculus GN=Ankrd17 PE=1 SV=2","Q99NH0",274,2.25974848434432e-06,2.02152771514497e-06,2.52220804180812e-07,0
"250","Ankyrin repeat domain-containing protein 40 OS=Mus musculus GN=Ankrd40 PE=1 SV=1","Q5SUE8",41,5.66315016503363e-06,5.19604684755838e-06,2.52835976873936e-06,2.51454454473752e-06
"251","Ankyrin repeat domain-containing protein 42 OS=Mus musculus GN=Ankrd42 PE=1 SV=1","Q3V096",59,0,0,1.40559661719747e-05,1.74739536159726e-05
"252","Ankyrin repeat, SAM and basic leucine zipper domain-containing protein 1 OS=Mus musculus GN=Asz1 PE=1 SV=2","Q8VD46",53,0,0,3.25983492195955e-06,5.83564111325877e-06
"253","Ankyrin-1 OS=Mus musculus GN=Ank1 PE=1 SV=2","Q02357",204,2.27636428202332e-06,1.87974635955788e-06,0,0
"254","Ankyrin-2 OS=Mus musculus GN=Ank2 PE=1 SV=2","Q8C8R3",426,7.81231122140399e-06,6.4011394028137e-06,0,0
"255","Ankyrin-3 OS=Mus musculus GN=Ank3 PE=1 SV=1","G5E8K5",214,6.87164171115452e-06,4.77842065233406e-06,0,0
"256","Annexin A11 OS=Mus musculus GN=Anxa11 PE=1 SV=2","P97384",54,2.14989959968869e-06,2.36708800833215e-06,8.95850930405181e-06,1.08187502943336e-05
"257","Annexin A2 OS=Mus musculus GN=Anxa2 PE=1 SV=2","P07356",39,0,0,1.15180833909237e-05,1.40986429175027e-05
"258","Annexin A7 OS=Mus musculus GN=Anxa7 PE=1 SV=2","Q07076",50,2.01230602530862e-05,1.87473370259906e-05,1.58949550794748e-05,1.85573387401629e-05
"259","Anoctamin-2 OS=Mus musculus GN=Ano2 PE=1 SV=2","Q8CFW1",114,6.78915663059588e-07,0,0,0
"260","Anthrax toxin receptor 2 OS=Mus musculus GN=Antxr2 PE=1 SV=1","Q6DFX2",53,0,0,1.30393396878382e-06,1.94521370441959e-06
"261","Anti-Muellerian hormone type-2 receptor OS=Mus musculus GN=Amhr2 PE=1 SV=2","Q8K592",61,0,0,0,1.12673580693157e-06
"262","AP-1 complex subunit beta-1 OS=Mus musculus GN=Ap1b1 PE=1 SV=2","O35643",104,2.00932924124751e-05,2.13037920749893e-05,1.02998245707299e-05,9.5826713579901e-06
"263","AP-1 complex subunit gamma-1 OS=Mus musculus GN=Ap1g1 PE=1 SV=3","P22892",91,2.12627432936245e-06,3.27750647307528e-06,1.51886813946247e-06,1.13292666301361e-06
"264","AP-1 complex subunit mu-1 OS=Mus musculus GN=Ap1m1 PE=1 SV=3","P35585",49,2.36927710986101e-06,4.34771266836517e-06,7.05188779036148e-06,4.90934887305897e-06
"265","AP-2 complex subunit alpha-1 OS=Mus musculus GN=Ap2a1 PE=1 SV=1","P17426",108,2.32905789966275e-05,2.28818507472108e-05,1.27978704343597e-05,1.30461400608141e-05
"266","AP-2 complex subunit alpha-2 OS=Mus musculus GN=Ap2a2 PE=1 SV=2","P17427",104,2.93957426034358e-05,3.07266231850808e-05,9.63531975971506e-06,1.0243545244748e-05
"267","AP-2 complex subunit beta OS=Mus musculus GN=Ap2b1 PE=1 SV=1","Q9DBG3",105,3.72239759260385e-05,3.77381459614097e-05,1.90871096192451e-05,1.66917861684005e-05
"268","AP-2 complex subunit mu OS=Mus musculus GN=Ap2m1 PE=1 SV=1","P84091",50,4.17940482179482e-05,4.6016190881977e-05,2.07325501036628e-05,1.99319564246194e-05
"269","AP-2 complex subunit sigma OS=Mus musculus GN=Ap2s1 PE=1 SV=1","P62743",17,2.27636428202332e-05,2.75696132735156e-05,1.62608236107159e-05,8.08598637915594e-06
"270","AP-3 complex subunit beta-1 OS=Mus musculus GN=Ap3b1 PE=1 SV=2","Q9Z1T1",123,0,0,0,5.58787676608338e-07
"271","AP-3 complex subunit beta-2 OS=Mus musculus GN=Ap3b2 PE=1 SV=2","Q9JME5",119,3.90233876918284e-06,2.50632847941051e-06,0,0
"272","AP-3 complex subunit delta-1 OS=Mus musculus GN=Ap3d1 PE=1 SV=1","O54774",135,3.15318607954342e-06,1.89367040666572e-06,0,7.63676491364728e-07
"273","AP-3 complex subunit mu-1 OS=Mus musculus GN=Ap3m1 PE=1 SV=1","Q9JKC8",47,5.76356062895267e-06,0,2.94078724874649e-06,2.92471847756704e-06
"274","AP-3 complex subunit mu-2 OS=Mus musculus GN=Ap3m2 PE=1 SV=1","Q8R2R9",47,7.41029223722486e-06,9.06544343616568e-06,0,0
"275","AP2-associated protein kinase 1 OS=Mus musculus GN=Aak1 PE=1 SV=2","Q3UHJ0",103,6.01136975446936e-06,4.96399038640528e-06,0,0
"276","Apoptosis-inducing factor 1, mitochondrial OS=Mus musculus GN=Aifm1 PE=1 SV=1","Q9Z0X1",67,2.88792483540272e-06,3.81560455074436e-06,4.64161569484987e-06,5.64208751082896e-06
"277","Apoptosis-inducing factor 2 OS=Mus musculus GN=Aifm2 PE=1 SV=1","Q8BUE4",41,0,0,0,2.51454454473752e-06
"278","ARF GTPase-activating protein GIT1 OS=Mus musculus GN=Git1 PE=1 SV=1","Q68FF6",85,9.10545712809329e-06,7.51898543823154e-06,1.21956177080369e-05,1.09160816118605e-05
"279","ARF GTPase-activating protein GIT2 OS=Mus musculus GN=Git2 PE=1 SV=2","Q9JLQ2",79,4.89850541701222e-06,2.69668254113789e-06,4.81135128987954e-06,4.35005596346997e-06
"280","Arf-GAP domain and FG repeat-containing protein 1 OS=Mus musculus GN=Agfg1 PE=1 SV=2","Q8K2K6",58,6.67210220593043e-06,5.87690815861775e-06,1.48940733503324e-05,1.65902134330958e-05
"281","Arf-GAP domain and FG repeat-containing protein 2 OS=Mus musculus GN=Agfg2 PE=1 SV=1","Q80WC7",49,3.94879518310168e-06,5.21725520203821e-06,6.34669901132533e-06,7.71469108623552e-06
"282","Arf-GAP with GTPase, ANK repeat and PH domain-containing protein 1 OS=Mus musculus GN=Agap1 PE=1 SV=1","Q8BXK8",94,1.11154383558373e-05,1.2691620810632e-05,0,0
"283","Arf-GAP with GTPase, ANK repeat and PH domain-containing protein 3 OS=Mus musculus GN=Agap3 PE=1 SV=1","Q8VHH5",98,5.13343373803219e-06,3.91294140152866e-06,0,7.01335553294138e-07
"284","Arf-GAP with SH3 domain, ANK repeat and PH domain-containing protein 2 OS=Mus musculus GN=Asap2 PE=1 SV=3","Q7SIG6",107,1.44666141287464e-06,1.59280688411135e-06,0,0
"285","Arginine--tRNA ligase, cytoplasmic OS=Mus musculus GN=Rars PE=1 SV=2","Q9D0I9",76,5.6010542202416e-06,5.04563496512906e-06,1.31851744080311e-05,1.94436054051414e-05
"286","Arginine-glutamic acid dipeptide repeats protein OS=Mus musculus GN=Rere PE=1 SV=3","Q80TZ9",172,6.74968478972032e-07,0,0,0
"287","Arginine/serine-rich protein PNISR OS=Mus musculus GN=Pnisr PE=1 SV=1","A2AJT4",92,8.4126506074775e-07,1.38937774402104e-06,0,0
"288","Argininosuccinate synthase OS=Mus musculus GN=Ass1 PE=1 SV=1","P16460",47,1.48205844744497e-05,1.45047094978651e-05,5.88157449749298e-05,5.41072918349903e-05
"289","Armadillo repeat protein deleted in velo-cardio-facial syndrome homolog OS=Mus musculus GN=Arvcf PE=1 SV=2","P98203",105,5.89686747343185e-06,5.27522470428308e-06,0,0
"290","Armadillo repeat-containing protein 12 OS=Mus musculus GN=Armc12 PE=2 SV=1","Q80X86",39,0,0,1.77201282937288e-06,0
"291","Armadillo repeat-containing protein 3 OS=Mus musculus GN=Armc3 PE=1 SV=1","A2AU72",97,0,0,1.06868814967334e-06,1.41713163346032e-06
"292","Armadillo repeat-containing protein 4 OS=Mus musculus GN=Armc4 PE=1 SV=1","B2RY50",115,0,0,4.5070761094919e-06,2.98829931403589e-06
"293","Armadillo repeat-containing protein 8 OS=Mus musculus GN=Armc8 PE=1 SV=2","Q9DBR3",75,1.54792771177586e-06,3.97670785399801e-06,5.06795669200645e-06,7.78950021192023e-06
"294","Aryl hydrocarbon receptor nuclear translocator OS=Mus musculus GN=Arnt PE=1 SV=3","P53762",87,1.33442044118609e-06,1.95896938620592e-06,0,0
"295","Aryl-hydrocarbon-interacting protein-like 1 OS=Mus musculus GN=Aipl1 PE=2 SV=2","Q924K1",38,2.03674698917876e-06,0,0,0
"296","Ashwin OS=Mus musculus PE=1 SV=1","Q922M7",26,7.44196015276856e-06,8.19376618268821e-06,6.64504811014832e-06,7.93048664109525e-06
"297","Asparagine--tRNA ligase, cytoplasmic OS=Mus musculus GN=Nars PE=1 SV=2","Q8BP47",64,4.83727409929956e-06,2.66297400937367e-06,1.51174844505874e-05,1.71827210557064e-05
"298","Aspartate--tRNA ligase, cytoplasmic OS=Mus musculus GN=Dars PE=1 SV=2","Q922B2",57,6.78915663059588e-06,4.48500885789249e-06,1.81864474593533e-05,1.6881269809115e-05
"299","Aspartyl aminopeptidase OS=Mus musculus GN=Dnpep PE=1 SV=2","Q9Z2W0",52,6.6977641374917e-06,9.83251941922585e-06,2.99027164956674e-05,3.30436943378969e-05
"300","AT-hook DNA-binding motif-containing protein 1 OS=Mus musculus GN=Ahdc1 PE=1 SV=1","Q6PAL7",168,2.53381024249025e-06,2.28254915089172e-06,0,0
